Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Name,1TT,2TT,3TT,4TT,1PE,2PE,3PE,4PE,1OR,2OR,3OR,1LG,2LG,3LG,4LG,2LE,3LE,4LE,1LA,2LA,3LA,4LA,2GE,3GE,4GE,1EU,2EU,3EU,4EU,2BE,3BE,4BE
Class,TT,TT,TT,TT,PE,PE,PE,PE,OR,OR,OR,LG,LG,LG,LG,LE,LE,LE,LA,LA,LA,LA,GE,GE,GE,EU,EU,EU,EU,BE,BE,BE
 4.83043 - 4.85043,64.987,6.90686,55.883,10.7799,0.729015,-8.52355,37.437,12.873,8.21378,2.83478,3.11969,14.6992,8.40904,71.7287,21.0557,-12.2305,-4.4347,-36.0767,28.2525,18.3553,124.327,33.734,0.728358,19.5398,53.0019,-2.05086,-3.10084,-4.16905,-3.22512,22.2753,-7.74648,70.406
 4.81043 - 4.83043,102.224,15.5286,89.4632,16.2207,5.95276,2.88164,106.614,8.60262,19.8121,12.8287,9.47342,48.0025,28.0898,125.107,48.7625,5.88878,-3.36625,-5.66277,95.7243,65.6567,420.486,146.87,3.94817,15.3794,66.5242,-1.84679,3.5173,-2.07264,-2.63361,35.1538,-1.15026,47.3217
 4.79043 - 4.81043,77.1016,10.2136,104.744,17.6053,18.2335,23.8195,126.249,24.4638,93.477,61.9245,48.6223,33.1184,14.1412,71.6224,44.6204,71.5641,41.0603,254.696,41.8788,22.7554,205.876,59.0913,-1.21372,11.6339,26.1326,3.63475,35.2047,11.3109,6.1358,78.6907,16.4044,122.944
 4.77043 - 4.79043,53.7131,5.78413,37.4691,12.2311,3.25693,-3.91122,62.9006,15.1437,109.634,43.2864,24.4426,23.4235,12.295,46.0053,36.1748,27.3646,49.3898,79.3084,11.4819,6.89042,84.2365,9.70346,1.30006,10.2878,16.7425,3.03377,11.0249,14.928,10.993,44.1721,15.1462,65.407
 4.75043 - 4.77043,115.02,9.15782,44.2716,26.4415,2.7946,-3.50958,17.9845,12.9132,167.002,87.0446,49.7499,4.57491,5.95568,28.541,15.6198,59.2713,85.6273,66.1774,20.6129,11.8822,67.8706,18.7768,-3.22136,12.0257,15.9761,10.5111,25.4934,15.977,20.9175,49.0767,28.6355,32.7712
 4.73043 - 4.75043,234.864,30.6975,175.98,88.6423,5.774,16.4548,32.6485,17.4703,402.351,239.888,135.061,16.8529,13.6871,39.2953,26.734,131.693,212.33,203.99,74.9137,52.9713,366.104,131.652,8.66461,7.77284,14.9914,38.9043,100.678,53.0623,62.744,99.6125,59.6634,97.3033
 4.71043 - 4.73043,486.703,45.7606,200.603,90.3578,42.7786,108.48,188.867,55.2768,1733.16,1686.94,910.127,52.8192,51.4696,104.46,63.2115,668.396,1022.79,1253.13,35.8144,27.788,135.759,42.3206,15.5516,17.5,43.683,95.8843,163.731,113.167,131.768,372.142,250.986,479.488
 4.69043 - 4.71043,1338.59,393.605,318.649,158.825,379.373,888.079,796.572,448.955,26529.2,26922.1,13567.7,387.817,522.263,191.889,530.38,8680.03,13995.2,18043.5,161.143,160.73,203.879,147.943,73.5326,193.987,651.775,1251.68,1265.31,1746.11,1549.79,6273.46,3204.4,9727.3
 4.67043 - 4.69043,251.885,26.1074,56.3965,22.9731,53.5328,60.4421,308.391,73.0876,2390.82,2417.04,1061.92,31.0603,42.3784,38.8029,51.8012,501.32,978.376,1321.66,17.9014,14.0778,57.8606,10.0702,49.7414,80.4044,409.174,97.1524,102.001,189.378,118.773,538.409,193.092,1041.68
 4.65043 - 4.67043,154.189,2.68008,22.1811,10.299,15.4917,-3.51158,157.318,16.6482,398.667,412.313,182.076,11.3722,6.87421,81.4928,16.5017,70.2904,211.607,172.834,8.72932,6.82027,50.208,6.90048,39.6621,86.8244,354.939,9.36859,18.4665,17.2803,4.3874,82.4692,25.2069,177.439
 4.63043 - 4.65043,68.9874,1.12618,33.6362,10.1813,15.3953,1.26965,158.458,18.2445,131.766,192.736,77.7665,2.7484,-1.07084,40.7256,5.28178,55.3986,58.5682,172.571,10.6985,4.95981,39.4724,-1.2242,17.7362,45.8524,43.7524,4.66408,13.147,5.28755,-1.70491,46.8149,11.3864,121.814
 4.61043 - 4.63043,89.2197,15.8044,219.612,76.8639,72.9329,95.5603,177.73,73.2343,103.178,151.53,71.6449,16.7162,3.83466,28.8972,23.7635,466.198,47.3555,1829.35,17.9202,14.2537,82.6309,3.06852,6.39589,15.1215,63.7113,50.5123,82.6571,33.5455,13.294,497.95,114.052,905.983
 4.59043 - 4.61043,202.905,21.2891,263.081,71.3942,21.9936,8.58698,109.84,33.1242,91.7652,121.582,62.9755,50.4628,40.6487,398.973,60.2609,115.607,31.2286,499.743,31.9976,18.2501,123.008,21.3486,39.6568,242.01,112.131,14.3854,49.023,9.43935,2.349,178.552,45.6256,351.261
 4.57043 - 4.59043,66.5205,0.337723,15.2558,1.82949,2.56343,-24.7713,12.6573,4.76946,45.2033,66.7193,30.3986,38.4983,36.512,353.869,44.1246,35.4779,7.52287,99.5485,25.1085,13.6883,67.8202,17.7536,38.3919,257.264,98.1496,0.311783,10.9328,0.583339,-3.17545,44.4743,26.3282,85.3655
 4.55043 - 4.57043,84.1471,3.80801,57.3567,29.5883,46.5172,51.2322,81.212,43.0582,29.7448,57.6776,25.4425,13.6542,5.82048,127.189,25.6961,345.553,10.9074,1305.66,21.2986,14.9567,99.1814,15.7991,6.15115,115.581,47.3713,31.0206,46.4433,20.1762,5.38906,351.324,88.0684,613.103
 4.53043 - 4.55043,79.3015,1.20578,43.4758,20.4578,25.1507,9.26244,81.515,33.9842,20.2484,38.4463,20.1069,6.66569,-0.23043,86.3505,17.8366,175.894,7.64287,776.883,17.6199,13.1382,91.6256,13.0033,1.3362,84.213,31.982,23.3437,29.2377,22.2557,5.30898,254.765,56.5566,504.109
 4.51043 - 4.53043,28.866,-3.03169,-1.82084,-2.50716,-0.950683,-30.3967,3.35366,-0.998166,13.9152,18.3584,12.7516,-2.78994,-4.09758,7.69215,0.229469,-6.95538,-2.86696,27.5453,5.71635,2.1182,21.0377,-9.77064,-6.06408,9.47917,6.54677,-2.42994,3.02863,0.172864,-2.52384,8.20624,-7.69818,56.8555
 4.49043 - 4.51043,34.1156,-0.616686,1.65226,-4.02481,2.45668,-30.3827,2.70553,1.69505,24.3296,40.663,19.2007,-0.814359,-5.31788,19.3957,4.09406,-5.80682,2.72771,-5.6773,7.99359,7.08363,23.794,-8.23298,-5.41361,5.39771,6.82455,-2.40691,12.1767,-1.27792,-4.41675,3.27597,-3.2966,30.4685
 4.47043 - 4.49043,18.8229,-3.64435,0.731577,-5.69407,3.59816,-27.1707,4.5611,5.95131,8.5605,27.2046,7.68477,-0.235783,-4.90334,108.299,13.0023,-9.13216,-1.8478,-25.228,7.76792,5.62558,42.0138,0.0843407,-8.79534,2.9426,8.50208,-0.0858881,25.2026,-0.408764,-3.48128,1.93759,-3.50281,32.9748
 4.45043 - 4.47043,19.7605,-1.45493,-1.69505,-3.94676,-2.11014,-28.326,2.57803,-4.11253,24.2987,37.2007,6.84733,-4.30563,-3.92354,7.49766,6.70581,-6.88282,3.6335,-17.3489,6.45465,0.480485,12.051,-6.47787,-4.69932,3.99866,9.93299,-2.93258,3.31081,-0.69341,-4.14233,10.4444,-6.07512,29.7162
 4.43043 - 4.45043,112.324,1.41323,6.73746,1.82653,2.25579,-20.5435,6.49377,-2.12175,170.34,164.841,81.3947,-0.25245,-2.39588,5.90248,6.12644,45.0115,84.0744,130.669,5.6201,0.479638,16.93,-6.54174,-4.31414,3.92521,12.1105,7.67488,8.09935,9.62638,6.23451,31.2627,14.4126,64.1085
 4.41043 - 4.43043,37.7176,2.11703,-1.08632,-2.34668,-0.365016,-25.4348,2.04136,-4.55675,30.9587,15.3858,14.4815,-2.24205,-4.54449,6.38208,2.62185,2.71172,11.6683,24.0461,1.58282,1.20168,20.5092,-11.4428,-5.85218,5.78028,8.52516,2.48793,2.67677,1.01449,0.140231,2.4266,-3.40593,17.029
 4.39043 - 4.41043,10.0112,0.5097,-1.58798,-3.34008,-2.10541,-24.8986,0.456082,-4.8935,20.6344,14.4457,12.2792,-2.95169,-2.90538,11.6747,2.47096,2.35696,8.78154,16.2609,1.53236,1.52577,16.959,-7.1367,-6.7281,6.55219,7.4363,2.24168,4.71401,4.73007,-4.17575,5.19659,-2.76235,20.474
 4.37043 - 4.39043,0.613568,-1.10444,11.1324,-0.163559,-3.12797,-26.4183,0.121147,-5.25015,21.333,14.6381,8.85351,-1.74875,-4.16379,9.63838,1.93735,0.0464724,7.34003,12.3508,5.03071,0.158838,14.6138,-9.3243,-2.96411,12.5625,24.953,-1.80657,10.7937,6.43287,-3.24782,7.60665,-3.78998,23.0125
 4.35043 - 4.37043,-0.473842,-1.96922,50.212,4.17771,-4.06933,-25.0378,2.54659,-5.10217,12.7717,10.7493,7.37533,-0.850881,-5.61182,9.68561,0.319069,2.07995,14.5981,26.5193,3.93099,0.310849,16.1917,-7.53315,-0.365068,9.17948,19.4406,-1.11105,9.04395,9.05319,-1.39507,5.43163,-2.24018,17.8758
 4.33043 - 4.35043,4.82402,-2.5087,16.77,1.10589,-3.47941,-25.0418,3.6619,-4.13901,26.3262,10.7694,9.63395,-3.59394,-5.78129,100.384,-1.75833,1.86001,11.5117,13.3071,2.76589,0.593108,15.7414,-4.29813,4.26483,4.60761,2.26777,-1.86119,3.14706,0.661256,-1.64158,-1.33447,-4.02999,23.2866
 4.31043 - 4.33043,-2.72082,-2.9797,47.8792,4.49707,-3.14169,-26.9013,-0.376002,-3.48094,12.8917,13.5898,13.6474,-1.79134,-5.7504,114.106,-2.08087,4.04602,3.74458,7.05241,4.08853,0.406845,15.2216,-3.5089,0.933761,1.9634,11.3473,-0.307723,3.75989,-2.34248,-1.38444,1.57781,-2.16638,25.3705
 4.29043 - 4.31043,-3.56258,-3.85927,0.833048,-3.77749,-3.8065,-25.9515,1.44466,-3.57069,13.6764,11.7062,10.326,-3.15985,-1.47996,170.582,-0.499753,4.1149,2.14985,6.7359,2.3037,1.11509,11.4408,-4.40621,0.0253423,3.63637,2.30931,0.106286,2.94446,0.138119,-0.800042,-0.504767,0.114742,14.3251
 4.27043 - 4.29043,-1.22934,-2.17936,-2.78943,-2.65568,-2.78819,-24.8725,3.83532,-2.48321,20.5452,17.3968,23.1527,-1.92817,-3.47844,168.642,0.285151,7.20793,1.68615,9.45904,2.81347,0.371616,16.4394,-3.47644,-5.10481,5.34176,23.9437,-0.806345,3.92574,2.03649,0.877599,6.62341,-1.61563,25.9104
 4.25043 - 4.27043,0.105534,-1.60365,-2.5022,-3.56947,-3.9187,-25.8422,1.81466,-2.56442,12.6698,15.1221,5.94853,-3.87384,-3.72453,23.1761,-2.14858,1.53654,-2.16891,-0.621641,2.25944,0.676788,17.2866,-4.21002,-4.13054,16.3519,28.143,-0.836939,0.924094,0.0623985,-1.87603,8.43583,-5.7383,14.9729
 4.23043 - 4.25043,0.311693,-1.32519,-0.933489,-5.68963,-3.1184,-28.2151,0.28474,-3.88462,12.1837,9.49539,4.95862,-3.38064,-2.57722,14.1209,-1.65485,0.251547,-0.144083,2.02605,0.737514,1.67789,8.80485,-5.46866,23.5541,50.2883,125.94,-1.22517,1.02066,-1.87734,-1.07177,-4.02007,-3.18708,13.297
 4.21043 - 4.23043,-3.06965,-2.34002,-1.15485,-4.2761,-4.1969,-26.2901,0.143841,-4.89732,6.36384,9.6398,8.9791,0.550513,-1.96612,13.1434,-4.1271,4.24465,3.27477,7.69156,2.8868,1.94612,12.2612,-7.26903,92.6506,83.7698,329.324,-1.55977,3.58831,-2.61441,-2.22525,3.38066,-5.45289,11.3835
 4.19043 - 4.21043,-3.16642,-3.02961,-1.50018,-4.35589,-4.05924,-25.722,1.30236,-4.13037,4.68037,4.85954,5.93101,4.07849,1.86555,25.8726,1.30463,2.47579,7.03138,15.7191,2.40909,2.63525,10.9789,-5.55313,135.688,119.167,519.215,-0.109959,3.709,-2.56367,-4.82392,6.35142,-4.26454,10.9382
 4.17043 - 4.19043,-3.18336,-1.85626,-2.50462,-5.54452,-2.13366,-25.3624,1.62202,-1.88016,12.6266,13.2041,15.3039,34.4743,31.527,223.555,39.4354,6.27116,6.59682,16.9711,3.36491,2.95036,11.8077,-5.26512,104.39,72.0108,332.769,-0.623351,3.80953,0.265662,-7.58059,10.32,-4.45794,16.7234
 4.15043 - 4.17043,1.5173,-0.733316,-2.37288,-5.93606,-1.36839,-22.9114,2.04314,-1.35384,19.8717,12.2473,19.8159,256.015,212.619,905.368,263.786,7.88929,9.58909,7.29021,17.0097,10.7424,32.0891,13.4785,261.504,422.353,521.944,-0.346789,5.0272,-6.41453,-11.6268,-0.492435,-1.18878,17.7258
 4.13043 - 4.15043,3.95109,1.58968,1.82483,-4.66855,-1.01423,-18.115,4.60184,-2.93367,20.7946,9.95046,19.8104,256.137,218.287,830.614,285.996,4.73959,7.66221,-1.58647,18.1929,13.7488,64.3046,13.2033,242.888,393.224,3050.63,0.617415,1.95654,-0.180397,-9.59842,-2.49742,-0.30614,17.0221
 4.11043 - 4.13043,10.5922,-3.42206,4.39313,-5.30534,19.6456,32.9428,57.7248,16.2221,21.122,14.0964,17.5796,23.4039,16.2737,156.976,50.1255,2.52961,8.92008,-11.5051,11.3986,8.26682,82.4539,2.49512,37.2413,202.695,3010.81,-6.71074,-0.069882,18.7399,-3.17002,-0.599377,-3.11955,19.5704
 4.09043 - 4.11043,3.90556,-0.810479,0.806092,-4.84408,66.186,97.9033,310.964,77.315,58.733,32.8588,17.0311,24.8987,15.6729,40.9387,49.4272,1.35941,4.11033,-8.51896,19.2891,16.8619,63.395,7.46911,38.3948,284.439,215.38,-10.6893,0.151238,5.97625,-6.94438,5.29421,-4.20694,18.8125
 4.07043 - 4.09043,7.55551,-3.01811,2.48784,-7.82831,16.2864,2.31074,99.6743,21.254,43.6793,22.24,7.21719,14.4548,14.9761,31.2599,41.6425,-6.11266,2.94491,4.55451,34.6384,26.1144,131.151,39.9781,24.5148,262.413,88.2418,-5.54233,1.10298,-2.76349,-4.70819,3.23278,-7.75463,14.1339
 4.05043 - 4.07043,2.19968,-6.7499,3.48323,-6.98526,8.10475,-0.359047,11.006,3.52164,11.3639,12.1244,2.9409,2.9942,7.92266,13.1397,14.8916,-14.6097,4.34849,15.9782,99.2457,58.9348,432.611,161.205,1.62138,47.4892,52.7566,-3.50033,0.400773,-0.908978,-3.42303,3.38066,-10.7468,15.8424
 4.03043 - 4.05043,10.3484,-1.3563,1.75077,2.40348,9.14097,-1.78013,12.8658,-0.984892,11.3143,12.7461,0.88901,-4.09385,-3.84697,15.4569,8.37831,-10.0244,0.982227,10.3592,90.1454,52.8804,360.349,137.196,0.610512,55.3974,29.6137,-4.79823,-0.386148,2.09161,-5.54007,-1.43657,-12.8039,9.46495
 4.01043 - 4.03043,13.3273,-4.43661,3.89175,2.06891,-0.588395,-10.848,20.6651,-7.05739,63.2207,30.0013,10.0827,-1.3387,-6.34579,20.4258,4.34142,-7.01667,12.2975,19.446,25.5256,17.7985,271.568,56.8531,8.75266,194.025,32.5212,-2.79375,-1.365,-0.427688,-4.75839,-4.47738,-6.85487,13.9208
 3.99043 - 4.01043,19.4233,-3.44507,4.60242,-0.00779035,-11.0975,-27.5994,15.3718,0.177108,54.6304,28.2582,10.4318,2.02318,-3.67754,15.166,8.2355,-2.47528,8.65376,8.42188,5.74411,5.0407,116.871,9.24302,11.3679,374.113,43.8554,-2.80696,-2.4958,-1.24964,-6.2441,7.43141,-4.24601,10.5888
 3.97043 - 3.99043,28.3375,0.124895,2.43038,-1.36536,-8.72661,-28.7395,5.24178,-3.5244,88.6955,38.3496,15.261,-0.0832759,-3.02076,12.0073,6.91817,-0.521769,2.56968,0.314353,6.24948,7.57326,130.967,15.8608,18.7871,489.372,53.512,-1.64364,1.68008,-3.24686,-10.521,1.31235,-1.67565,14.2392
 3.95043 - 3.97043,16.2609,-3.48586,-3.64155,-1.5057,-7.77273,-28.6734,2.87387,2.91826,159.653,74.5966,24.9289,-3.54462,0.742534,6.24772,4.64346,0.417276,2.02919,-3.59856,-2.69703,-1.60297,65.3991,-4.19714,12.0682,428.915,57.5334,-2.17136,2.41909,-5.71382,-7.98279,0.502474,-1.33962,12.772
 3.93043 - 3.95043,5.20008,-1.09205,-5.28451,-0.78324,-5.86193,-20.7644,4.20649,8.52292,132.272,58.7771,14.1064,-2.81202,40.6303,8.40656,4.37758,-0.0595499,-1.74238,-13.0871,-2.4311,-1.95795,16.6264,-3.55811,5.60256,226.079,67.9016,-4.22538,-1.84524,9.88607,-5.82388,-0.369497,-3.57171,11.4593
 3.91043 - 3.93043,2.49959,-3.61991,-3.22203,-0.978004,-6.36256,-29.3465,-0.4682,5.46272,32.972,19.368,7.32006,-1.47876,-2.90672,13.4319,2.54673,-2.61857,-2.81441,-13.5111,-3.0096,-3.91519,10.2826,-4.1194,-1.63262,75.8967,64.2195,-9.53715,4.83034,6.28215,-4.57582,-2.08595,-2.71121,10.8773
 3.89043 - 3.91043,-0.316371,-4.0623,-0.139624,3.73378,-7.75765,-32.4194,3.77928,2.98528,31.0342,19.5278,9.21817,-0.378443,-1.9007,30.8983,1.43354,1.14604,0.714346,-7.63331,-0.97053,-3.55557,12.9092,-6.1479,-8.11125,25.7958,66.3422,-5.38127,0.721732,-0.451094,-3.05228,7.46041,-4.96529,10.5414
 3.87043 - 3.89043,1.66503,-3.51991,-0.519423,-2.12452,-4.82556,-32.6332,11.422,5.50758,29.5318,19.1094,8.72718,0.568327,4.24769,204.328,9.93414,3.4574,-3.87815,-4.60815,-1.23064,-2.73076,15.6834,-7.15124,-12.3241,37.3595,47.1517,-4.67915,-0.314635,0.944717,-3.72575,7.8734,-6.7685,14.4344
 3.85043 - 3.87043,12.3391,-0.963961,9.56943,11.535,-3.58051,-26.9149,22.635,3.07868,32.7013,27.9436,11.1585,42.1107,23.0544,19.043,42.8285,-0.339985,0.367992,12.8761,1.62288,-1.89911,22.429,-2.94221,-1.17156,78.8371,167.22,-4.876,0.910459,0.362896,-4.83121,4.65972,-5.49716,13.1949
 3.83043 - 3.85043,11.3819,-4.93753,5.00465,-1.02811,-3.94831,-28.6932,10.284,1.34535,7.75363,8.55044,4.54063,-0.779754,-3.48479,9.43799,2.89873,8.18844,0.312079,21.8898,0.374907,-3.46231,15.0081,-3.29403,-8.20005,144.804,48.1014,-5.24119,1.55337,-4.75632,-4.73617,16.0066,-5.19853,17.7051
 3.81043 - 3.83043,9.83165,-3.5193,-3.11042,-8.93735,-7.5786,-29.1142,12.6146,4.6403,7.27086,12.6893,1.12466,-2.51496,-5.01754,9.06402,4.70328,0.478861,-4.78103,25.1549,-1.01102,-4.41609,13.6245,-5.09234,-8.21292,81.7258,20.0331,-3.49468,2.23738,-2.53955,-9.07712,-0.274468,-5.64955,12.5978
 3.79043 - 3.81043,8.16528,-2.92128,-6.18785,-5.76087,0.341563,-23.0198,16.9744,8.38175,3.64037,9.67625,6.9028,-0.248206,-6.7345,7.87924,2.70504,-4.42924,-1.48595,3.80491,1.49125,-1.57733,19.6415,-2.04965,6.09488,3.99387,16.0508,-3.1751,2.70982,-0.226134,-7.82456,10.2736,-6.01513,8.23491
 3.77043 - 3.79043,21.0336,1.65023,-3.76551,-1.9868,-0.303503,-23.9265,19.333,5.56992,3.5807,6.49329,1.86384,-0.461179,-4.48182,6.93552,4.47628,-0.583115,-2.0112,-13.1107,-0.133437,-2.19393,17.2794,-2.16503,10.7705,-0.00968098,11.0778,-4.54846,2.48922,-2.14204,-7.9774,4.1041,-2.93855,7.57934
 3.75043 - 3.77043,15.1417,-3.47567,-0.818175,-4.2846,-3.96286,-29.7122,8.3372,1.54259,4.78643,7.90236,3.54454,-0.721923,-4.05529,6.56733,9.56887,1.2877,-2.07162,-18.9858,0.394119,-2.78179,11.8014,-5.02484,11.7742,4.9398,18.2269,-3.97485,1.96032,-0.066746,-6.87329,-2.08987,-1.74288,8.97029
 3.73043 - 3.75043,8.36149,-2.10227,-2.60315,-3.62895,-3.81662,-28.5457,4.95599,0.725613,2.97594,10.8638,3.61016,4.32925,3.22945,11.1212,14.4726,24.5011,-1.58158,-18.7531,0.865025,-0.583733,12.7849,-6.3745,51.6108,51.5795,37.215,-3.51943,-2.76427,0.905514,-7.14745,0.0262678,19.0994,8.69136
 3.71043 - 3.73043,11.4047,0.119446,9.53858,-4.02513,-4.27143,-27.928,8.36055,-1.20989,5.13107,14.5328,7.49376,26.834,14.9031,12.9596,27.0947,70.2872,3.32945,-13.707,1.96925,-0.702294,10.0889,-4.91737,136.866,162.982,191.444,-6.44177,-2.85806,0.330924,-7.23764,-2.73782,59.0037,10.7293
 3.69043 - 3.71043,4.25819,0.985358,34.5495,-4.74236,-1.40781,-25.4988,10.4775,-1.72703,2.42281,8.07173,3.47859,76.2172,48.5708,9.60456,66.7469,66.8601,0.971363,-11.1509,2.89917,0.155429,14.9054,-7.11501,384.76,402.642,505.554,-7.42831,4.48806,-2.60113,-6.33212,2.99247,90.3853,12.0552
 3.67043 - 3.69043,5.96779,-3.51816,33.9541,-2.61199,-1.42416,-24.011,8.13921,-4.59915,4.88182,10.6085,5.41639,97.9976,61.1584,15.813,107.246,17.0811,0.623395,4.55133,1.85822,-3.59725,13.4982,-5.61642,515.832,791.699,1309.33,-4.82156,-0.184963,-1.28893,-5.62122,1.08654,19.9712,13.5306
 3.65043 - 3.67043,9.02027,-4.6259,11.9488,-3.18264,-4.36908,-18.7143,3.98906,0.792166,6.40049,12.8636,10.6217,69.8713,42.0735,14.8919,102.426,-6.16739,14.1731,19.2612,2.27995,0.89347,16.9671,-4.07602,378.857,832.907,3200.52,-4.5856,-0.65434,-1.97908,-4.2073,-2.00362,-0.130891,9.85024
 3.63043 - 3.65043,13.3962,-3.55251,14.2232,-0.506826,0.245947,-13.2089,6.01903,11.6293,12.2159,19.5561,14.1153,37.2637,19.6731,14.3935,51.7156,-5.66655,20.937,19.3341,4.52361,-1.05772,28.7622,1.90053,204.241,569.183,3219.35,-4.2057,-1.55761,-4.04431,-7.05038,1.94181,-2.23061,10.5281
 3.61043 - 3.63043,8.87259,-5.20463,6.71335,2.22455,2.65226,-22.5216,15.2282,21.6706,18.6586,22.043,23.3669,5.87394,-2.51011,11.7394,11.3806,-2.82487,14.0055,15.4991,5.82383,-4.13072,46.8485,7.06664,37.4322,651.131,1695.03,-4.308,1.75536,0.767796,-4.724,0.631096,-5.19455,18.0007
 3.59043 - 3.61043,8.66071,-2.10808,7.13554,-0.98253,-10.306,-27.7529,2.9708,14.7995,7.51049,18.0192,20.9355,-1.95282,-8.07294,7.19967,7.08333,-1.26548,9.25183,-4.24464,0.555738,-3.36993,53.2507,2.72384,8.14948,474.152,847.255,-4.25733,-0.518196,0.484979,-5.0101,2.40819,-3.29234,16.4009
 3.57043 - 3.59043,6.18346,-3.71369,1.75575,-4.52054,-19.1074,-36.8075,3.5776,6.15479,0.278568,9.2341,11.0187,-3.77766,-8.32431,2.66302,0.573511,-2.90669,0.467114,-25.1696,-4.79591,-3.46929,42.1302,0.486283,-3.29468,790.927,809.451,-6.72625,-4.03056,-2.38241,-5.95898,6.55078,-4.68419,14.8104
 3.55043 - 3.57043,5.24236,-0.44464,-1.3405,-3.7072,-14.6606,-26.52,1.88902,7.57058,1.79802,7.81242,4.74597,-5.54129,-8.88318,-0.581975,2.33772,-5.04395,-2.28981,-27.4185,2.5164,-2.51928,30.0922,9.78277,-3.17915,448.182,984.504,-5.46174,-1.67087,-2.308,-7.26612,-4.23395,-2.92105,8.78656
 3.53043 - 3.55043,6.85369,1.1225,0.711501,-2.29343,-1.54492,-12.2455,13.3954,20.4355,2.06967,10.9053,3.61174,-5.78477,-6.2419,2.26048,2.04455,-5.48588,-3.14839,-19.5042,5.12236,2.18365,54.7463,14.7866,-11.2258,218.266,947.202,-6.12558,-3.30724,-4.3487,-10.1816,-2.14643,-0.248033,9.66507
 3.51043 - 3.53043,13.7057,-0.621784,1.53544,-4.94336,5.37873,-8.58132,12.7547,30.9822,-0.518081,10.5469,5.984,-3.25295,-5.19275,0.681652,0.211278,-3.61918,-1.68994,-5.35809,5.60295,0.60927,56.4967,12.8589,-6.18798,235.934,745.584,-4.83615,-3.99291,-4.44758,-8.53854,3.32035,-1.95376,6.69514
 3.49043 - 3.51043,14.2255,-1.72698,0.231047,-7.11237,3.76579,-4.69653,17.89,29.2475,0.85764,9.61645,2.80574,-0.0823682,-2.38491,0.747631,2.87941,-1.97137,-2.7138,11.9033,5.76692,2.70766,45.584,12.5762,-1.15381,450.782,561.266,-6.89463,-3.78244,-4.79238,-7.1008,-0.244573,-4.19704,9.01289
 3.47043 - 3.49043,7.34458,-4.79041,-0.472444,-7.03084,-6.71821,-11.8198,7.82234,21.6287,-1.00515,8.45034,2.0067,1.04349,-4.44199,-0.805933,4.64726,-2.07651,-2.15279,11.3267,0.578142,-6.59479,17.167,-2.03068,2.33684,550.736,294.223,-6.90145,-2.49651,-4.71374,-6.15173,6.53389,-4.03026,9.75786
 3.45043 - 3.47043,6.63234,-4.57344,-1.72794,-4.89126,34.4324,58.1654,21.9308,43.4083,1.17744,11.8526,1.78745,4.95862,-5.09212,1.72154,10.044,-1.77405,-4.42129,10.9008,-2.0396,-5.51537,18.5172,-1.27284,14.6046,538.225,267.953,-7.55829,0.69941,-4.01086,-9.19577,-4.15751,-3.34875,13.8229
 3.43043 - 3.45043,10.8628,-5.55479,5.29885,-5.09462,600.907,254.887,705.743,502.71,-0.613373,10.7764,1.7497,2.54288,-5.76856,-1.86567,7.07854,-2.62084,-3.63,-0.144214,-6.62497,-7.78961,32.7223,-1.4442,2.55971,281.402,385.909,-5.67929,18.8937,-4.32185,-7.5571,-2.12067,-3.98889,10.8876
 3.41043 - 3.43043,12.9581,-6.34281,0.354953,-6.10429,640.348,315.609,857.888,587.196,-0.46996,6.96784,3.42204,2.34926,-8.74982,-0.95068,4.03329,-1.24198,-3.58653,-10.5778,-4.43118,-7.18265,13.6742,-6.38142,6.48633,737.596,613.809,-6.77298,22.4468,-5.44468,-8.58144,4.90888,-4.76666,8.37265
 3.39043 - 3.41043,0.812917,-3.23518,0.0102638,-6.85483,1147.13,348.988,1773.1,1402.87,0.558014,10.2952,2.45881,-2.08177,-9.74044,-1.73728,1.54489,-3.95815,-4.1731,-20.8566,-5.80389,-8.06192,13.1142,-5.07099,-6.35767,240.615,617.362,-7.07471,41.0803,-6.42297,-7.97271,1.23687,-8.10676,7.29806
 3.37043 - 3.39043,0.671824,-3.51505,-1.86813,-7.54383,501.929,161.098,1415.16,703.002,2.09142,9.28529,-1.17209,-1.72234,-6.30026,-1.96337,1.53811,-5.95428,-4.73999,-21.3852,-5.042,-7.27059,10.9805,-4.40351,-5.94036,95.3433,412.761,-7.1154,18.6539,-5.36003,-9.52527,4.88471,-6.87493,8.95554
 3.35043 - 3.37043,7.15231,-3.27905,0.221866,-5.9435,451.858,112.838,1295.1,643.432,-1.27964,13.8602,5.57618,1.84929,-9.74357,-2.29994,1.62252,-2.57312,0.0507017,-22.8274,-3.3696,-4.66002,16.4051,-3.01938,-9.1926,215.111,196.466,-5.57507,14.4208,-6.11638,-7.19394,-4.32764,-5.82279,9.23877
 3.33043 - 3.35043,8.69057,-2.00933,1.25222,-1.36531,23.7414,-48.2098,210.303,49.9273,0.126538,12.0029,2.16345,0.526298,-8.05547,-3.95322,4.69449,-4.92982,-3.26438,-24.7128,-2.33687,-5.97757,12.4878,-4.7511,-6.39203,137.137,127.09,-8.38961,-0.640177,-6.58613,-8.91298,-0.490072,-5.88966,7.50387
